Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
YaYa Diaby,25,TAM,OLB,17,17,0,7,5,36,0,83,1,20,16,76,12,15,0,4.5,32,54,3
Jordan Fuller,26,CAR,SS,9,9,0,15,12,161,2,151,6.6,84,77,3,0,0,0,0,0,54,6
Malik Harrison,26,BAL,LB,15,7,0,16,12,141,1,122.1,0.6,10,131,12,0,2,0,2,4,54,10
Tykee Smith,23,TAM,S,13,6,2,64,44,437,5,100.8,6.7,265,172,38,4,2,0,0,6,54,6
Derek Stingley Jr.,23,HOU,LCB,17,17,5,85,40,382,4,51.2,13.4,249,133,1,0,0,0,0,0,54,9
Charvarius Ward,28,SFO,LCB,12,12,0,52,32,389,5,116.6,10.5,294,95,0,0,0,0,0,0,54,2
Cordale Flott,23,NYG,LCB,14,10,1,45,30,359,1,89,9.9,256,103,2,0,0,0,0,0,53,5
Grady Jarrett,31,ATL,LDE,17,17,0,1,1,8,0,100,4,4,4,0,7,8,0,2.5,18,53,6
Rayshawn Jenkins,30,SEA,SS,13,9,0,31,25,269,1,113.6,6.4,107,162,23,0,0,0,2,2,53,7
Jaylon Johnson,25,CHI,RCB,17,17,2,56,37,517,2,92.6,11.2,312,205,0,0,0,0,0,0,53,5
Gregory Rousseau,24,BUF,RDE,16,16,0,10,7,78,0,92.9,2.2,22,56,1,11,15,3,8,35,53,5
Paulson Adebo,25,NOR,CB,7,7,3,65,39,529,1,71.9,11.2,299,230,1,0,1,0,0,1,52,4
Deonte Banks,23,NYG,RCB,14,14,0,74,52,648,6,124.2,9.3,456,192,3,0,0,0,0,0,52,3
Nick Bosa,27,SFO,LDE,14,14,1,5,5,16,0,40.4,-2,-10,26,0,12,15,0,9,37,52,9
Calais Campbell,38,MIA,NT,17,17,0,0,0,0,0,,,0,0,0,9,6,4,5,20,52,10
Daniel Ekuale,30,NWE,RDE,16,16,0,2,1,-1,0,56.2,0,-5,4,0,1,1,0,1,4,52,3
Sean Murphy-Bunting,27,ARI,CB,15,15,3,58,41,461,2,84.1,9.8,301,160,1,1,0,0,0,1,52,11
Rakeem Nunez-Roches,31,NYG,LDE,15,15,0,0,0,0,0,,,0,0,0,0,3,2,2,6,52,2
Daryl Worley,29,TEN,CB,9,7,1,22,18,251,2,125.6,8.6,149,102,7,0,0,0,0,0,52,7
Cooper DeJean,21,PHI,DB,16,9,0,68,45,374,0,80.1,5.5,160,214,8,0,0,0,0.5,1,51,8
Gervon Dexter,23,CHI,RDT,15,15,0,1,1,5,0,87.5,4,4,1,0,4,13,1,5,23,51,3
Kristian Fulton,26,LAC,LCB,15,14,1,64,40,459,5,103.6,11.3,366,93,1,0,0,0,0,0,51,1
Max Melton,22,ARI,CB,17,3,0,52,34,436,0,91.5,9.6,282,154,0,0,0,0,0,0,51,7
Demani Richardson,24,CAR,S,14,5,1,28,18,244,1,89,11.7,146,98,8,1,0,0,0,1,51,5
Darnell Savage Jr.,27,JAX,FS,13,13,1,41,24,374,5,118.3,10.9,226,148,3,0,0,0,0,0,51,5
T'Vondre Sweat,23,TEN,NT,17,16,0,1,0,0,0,39.6,5,0,0,0,4,2,0,1,7,51,7
Kendall Fuller,29,MIA,RCB,11,11,0,47,32,358,1,97.7,9.2,252,106,3,0,0,0,0,0,50,4
Alohi Gilman,27,LAC,FS,11,11,1,30,21,358,2,118.5,12.1,234,124,1,0,0,0,1,1,50,8
Jordan Howden,24,NOR,DB,17,4,2,16,13,170,1,92.2,8.6,111,59,4,0,0,0,0,0,50,2
Marist Liufau,23,DAL,LB,17,9,0,19,15,120,0,93,5.7,62,58,43,2,0,1,1.5,4,50,1
Roger McCreary,24,TEN,CB,15,7,0,67,52,454,2,104.9,3.1,104,350,20,1,1,0,1,3,50,7
Amik Robertson,26,DET,CB,17,4,0,88,54,632,2,90.7,9.9,362,270,15,0,0,0,0,0,50,7
Mike Brown,25,TEN,S,17,4,0,15,11,90,1,110.4,10.5,65,25,3,0,0,0,0,0,49,1
Sauce Gardner,24,NYJ,LCB,15,15,1,58,33,541,1,86.9,12.5,392,149,4,1,0,0,1,2,49,8
Luke Gifford,29,TEN,LB,16,4,1,16,11,112,1,83.3,2.3,30,82,4,0,0,0,0,0,49,2
Nate Hobbs,25,LVR,CB,11,7,1,51,33,322,2,87.2,4.3,108,214,18,0,1,0,0,1,49,12
Emmanuel Ogbah,31,MIA,LB,16,16,1,3,1,2,0,2.8,2,1,1,4,8,5,1,5,19,49,4
Jonathan Owens,29,CHI,S,17,5,1,16,12,276,4,130.2,12.1,142,134,1,0,0,0,0,0,49,5
Darius Slay,33,PHI,RCB,14,14,0,75,41,456,2,81.9,10.5,322,134,1,0,0,0,0,0,49,2
Juan Thornhill,29,CLE,FS,11,11,0,25,16,280,3,141.7,12.6,157,123,1,0,0,0,0,0,49,5
Denzel Ward,27,CLE,LCB,16,16,2,77,42,716,4,92.8,14.8,460,256,3,0,1,0,0,1,49,14
Evan Williams,23,GNB,S,13,6,1,30,17,225,1,77.8,12.6,170,55,1,0,0,0,0,0,49,6
Nik Bonitto,25,DEN,ROLB,17,15,1,6,4,34,0,41.7,3.5,17,17,70,11,11,1,13.5,36,48,6
Jaylinn Hawkins,27,NWE,S,17,7,0,20,15,166,2,132.5,6.4,103,63,13,0,0,0,0,0,48,6
Jimmie Ward,33,HOU,S,10,10,2,39,27,346,3,101,6.5,176,170,4,0,0,0,0,0,48,2
Troy Andersen,25,ATL,LB,7,4,1,20,14,106,0,61.7,1.3,14,92,16,0,1,0,0,1,47,5
Percy Butler,24,WAS,S,17,5,0,17,12,128,2,131.5,7.2,81,47,1,0,1,0,0,1,47,3
Myles Garrett,29,CLE,RDE,17,17,0,3,2,20,0,85.4,-1.7,2,18,0,13,17,1,14,44,47,3
Rashan Gary,27,GNB,RDE,17,17,0,0,0,0,0,,,0,0,6,10,8,1,7.5,26,47,1
Osa Odighizuwa,26,DAL,LDT,17,17,0,3,2,17,0,81.2,-2,-9,26,0,10,17,0,4.5,33,47,2
Starling Thomas,24,ARI,RCB,17,15,0,58,34,452,3,100.6,11,282,170,1,0,0,0,0,0,47,3
DeMarcus Walker,30,CHI,RDE,17,17,0,1,1,6,0,91.7,-7,-7,13,0,6,13,0,3.5,23,47,2
Jadeveon Clowney,31,CAR,ROLB,14,14,0,4,4,47,0,115.6,-0.3,-1,48,23,11,5,4,5.5,22,46,6
Ronald Darby,30,JAX,LCB,13,12,0,61,42,567,4,120,10.8,345,222,3,0,0,0,0,0,46,1
Trey Hendrickson,30,CIN,RDE,17,17,0,6,5,30,0,87.5,1.2,9,21,1,18,17,3,17.5,54,46,4
Danielle Hunter,30,HOU,RDE,17,17,0,3,1,13,0,47.9,-6,-4,17,8,10,11,3,12,34,46,4
John Jenkins,35,LVR,LDT,17,17,0,0,0,0,0,,,0,0,0,3,2,2,1,7,46,6
Marte Mapu,25,NWE,SS,10,9,1,22,11,128,0,49.1,12.7,88,40,10,2,0,0,0.5,3,46,3
Quinyon Mitchell,23,PHI,LCB,16,16,0,75,41,472,3,87.2,13,398,74,0,0,0,0,0,0,46,3
Joseph Ossai,24,CIN,DE,17,3,0,7,6,45,0,93.5,0.3,-2,47,2,7,10,1,5,23,46,7
Troy Reeder,30,LAR,LB,6,6,0,19,14,160,0,98.6,3.1,37,123,10,0,0,0,0,0,46,6
Decamerion Richardson,23,LVR,RCB,12,7,0,46,30,459,3,119.7,13.2,312,147,0,0,0,0,0,0,46,4
Elandon Roberts,30,PIT,RILB,17,14,0,17,13,181,0,110.2,1,32,149,41,3,3,0,1,7,46,3
Shy Tuttle,29,CAR,NT,15,15,0,0,0,0,0,,,0,0,0,2,1,3,0,3,46,2
Riq Woolen,25,SEA,RCB,15,14,3,68,36,401,5,76.9,11.1,266,135,6,1,0,0,0,1,46,6
Isaac Yiadom,28,SFO,CB,17,5,1,41,24,312,2,88.7,10.9,221,91,0,0,0,0,0,0,46,3
Beanie Bishop,25,PIT,CB,17,6,4,63,36,388,2,59.5,6.9,209,179,11,1,0,0,0.5,2,45,4
Maxx Crosby,27,LVR,RDE,12,12,0,2,1,26,0,95.8,4,12,14,1,15,12,5,7.5,35,45,3
Ronnie Hickman,23,CLE,S,14,5,0,23,14,212,1,105.7,14.2,135,77,1,0,1,0,0,1,45,4
Alex Highsmith,27,PIT,ROLB,11,11,0,3,3,22,0,97.2,1.7,5,17,29,6,8,1,6,20,45,0
Josh Hines-Allen,27,JAX,LDE,16,16,0,10,8,57,1,123.7,-3.2,-24,81,5,9,11,2,8,29,45,4
Kader Kohou,26,MIA,CB,15,9,2,69,45,419,2,79.3,5.4,212,207,11,0,0,0,0,0,45,8
Raekwon McMillan,29,NWE,LB,9,4,0,9,7,92,0,109.3,8.4,70,22,6,2,1,0,0,3,45,1
David Onyemata,32,ATL,RDE,17,16,0,1,1,-2,0,79.2,-8,-8,6,0,6,2,1,3,11,45,3
Jarran Reed,32,SEA,RDE,17,8,0,1,1,2,0,79.2,-3,-3,5,0,4,11,2,4.5,20,45,1
Patrick Surtain II,24,DEN,LCB,16,16,4,62,38,326,2,58.9,6.4,229,97,2,1,0,0,0,1,45,0
Darious Williams,31,LAR,LCB,12,11,1,59,38,510,3,101.7,9.7,304,206,0,0,0,0,0,0,45,5
David Long,28,2TM,LB,13,7,0,25,21,244,1,120.7,3.9,97,147,12,1,0,0,0,1,45,8
David Long,28,MIA,LILB,8,6,0,23,20,225,1,121.9,3.7,86,139,6,1,0,0,0,1,38,5
David Long,28,DET,LB,5,1,0,2,1,19,0,83.3,5.5,11,8,6,0,0,0,0,0,7,3
Bobby Brown,24,LAR,NT,17,16,0,1,0,1,0,39.6,-4,-4,5,0,0,1,1,0,1,44,1
Braden Fiske,24,LAR,RDE,17,8,0,3,3,8,0,79.2,-3.3,-10,18,1,11,2,0,8.5,22,44,7
Jack Gibbens,26,TEN,LB,10,5,0,16,14,147,1,125.8,5.1,62,85,7,1,0,0,0.5,2,44,1
DJ Johnson,26,CAR,OLB,14,2,0,1,1,3,1,118.7,2,2,1,16,0,0,1,0.5,1,44,4
Sebastian Joseph-Day,29,TEN,RDE,17,12,0,0,0,0,0,,,0,0,0,2,2,1,2.5,7,44,6
Dexter Lawrence,27,NYG,LDT,12,12,0,0,0,0,0,,,0,0,0,2,6,0,9,18,44,2
Jalen Mills,30,NYJ,S,9,8,1,23,11,154,0,51.7,14,87,67,5,0,0,0,0,0,44,8
Jer'Zhan Newton,22,WAS,LDT,16,11,0,0,0,0,0,,,0,0,0,2,5,1,2,9,44,1
Dee Winters,24,SFO,RLB,15,10,0,27,20,174,0,90.7,2.9,63,111,15,0,0,0,0,0,44,6
Nnamdi Madubuike,27,BAL,DT,17,17,0,0,0,0,0,,,0,0,0,4,9,1,6.5,21,43,1
Jaylen McCollough,24,LAR,DB,17,1,4,25,16,156,2,68.5,7.5,106,50,7,0,1,0,0,1,43,1
Micah Parsons,25,DAL,LLB,13,13,0,4,4,30,0,97.9,-2.8,-11,41,32,21,12,1,12,46,43,6
Malcolm Roach,26,DEN,DT,17,1,0,1,0,0,0,39.6,13,0,0,0,5,6,1,2.5,14,43,5
Malcolm Rodriguez,25,DET,RLB,10,6,0,19,16,103,0,89.3,4.6,47,56,43,0,0,0,2,2,43,2
Khalen Saunders,28,NOR,LDT,13,10,1,2,2,5,0,39.6,1.5,3,2,1,2,3,1,2,7,43,2
Jalen Carter,23,PHI,LDT,16,15,0,2,2,-2,0,79.2,-5,-10,8,0,7,11,5,4.5,23,42,9
Quandre Diggs,31,TEN,SS,8,8,0,19,14,176,2,137.2,11.9,82,94,2,0,0,0,0,0,42,2
Trevon Diggs,26,DAL,RCB,11,11,2,55,33,398,3,85.3,9.3,186,212,1,0,0,1,0,0,42,9
Leonard Floyd,32,SFO,RDE,17,17,0,2,2,13,0,93.7,0.5,1,12,3,5,6,1,8.5,21,42,6
D.J. Jones,29,DEN,NT,17,17,0,0,0,0,0,,,0,0,0,4,1,3,1,7,42,3
Travis Jones,25,BAL,NT,17,15,0,1,1,0,0,79.2,-8,-8,8,0,4,3,0,1,8,42,0
Arden Key,28,TEN,LOLB,16,15,0,5,2,13,0,47.9,-0.8,-1,14,11,4,7,1,6.5,18,42,6
Kool-Aid McKinstry,22,NOR,RCB,15,9,0,62,34,454,2,89,12,286,168,2,0,0,0,0,0,42,7
Daron Payne,27,WAS,RDT,17,17,0,2,2,-10,0,79.2,-6.5,-13,3,0,9,2,2,4,16,42,5
Nolan Smith,23,PHI,LOLB,16,10,0,5,4,25,1,127.1,1,-1,26,15,4,4,2,6.5,15,42,1
Dante Stills,25,ARI,DT,16,10,0,1,1,3,0,79.2,-7,-7,10,0,1,2,1,4.5,8,42,3
Tuli Tuipulotu,22,LAC,OLB,17,9,0,6,4,30,1,118.1,3.2,8,22,20,2,7,1,8.5,19,42,5
Vita Vea,29,TAM,NT,16,16,0,1,1,6,0,91.7,4,4,2,0,5,6,1,7,18,42,1
Marcus Maye,31,2TM,S,15,4,1,20,11,85,1,61.5,10.8,35,50,6,1,0,0,0,1,42,3
Marcus Maye,31,MIA,S,11,3,0,16,9,71,0,67.4,9.9,25,46,4,0,0,0,0,0,30,3
Marcus Maye,31,LAC,S,4,1,1,4,2,14,1,58.3,14.3,10,4,2,1,0,0,0,1,12,0
DaRon Bland,25,DAL,CB,7,7,0,51,31,328,4,105.7,10.6,249,79,0,0,0,0,0,0,41,2
Jonathan Bullard,31,MIN,RDE,17,17,0,1,1,3,0,79.2,-4,-4,7,1,1,2,2,1,4,41,2
Oren Burks,29,PHI,LB,17,2,0,16,15,91,0,90.4,1.9,28,63,3,0,0,0,0,0,41,1
Michael Danna,27,KAN,RDE,13,12,0,2,1,-1,0,56.2,-0.5,-8,7,1,3,4,1,3.5,11,41,0
Shaquill Griffin,29,MIN,CB,17,3,2,57,31,429,2,75.8,11.6,310,119,0,0,0,0,0,0,41,1
Sam Hubbard,29,CIN,LDE,14,14,1,3,2,19,0,44.4,-1,-5,24,1,0,6,1,2,8,41,2
Matt Judon,32,ATL,ROLB,17,15,1,11,7,89,1,81.2,7,45,44,28,3,3,3,5.5,12,41,6
Larry Ogunjobi,30,PIT,RDE,15,12,0,0,0,0,0,,,0,0,0,3,5,0,1.5,10,41,3
Kwity Paye,26,IND,LDE,15,15,0,2,2,34,0,118.7,6.5,13,21,0,9,4,1,8,22,41,3
LaBryan Ray,27,CAR,LDE,16,9,0,0,0,0,0,,,0,0,0,1,1,0,1,3,41,2
Mazi Smith,23,DAL,RDT,17,17,0,0,0,0,0,,,0,0,0,0,1,0,1,3,41,2
Eric Stokes,25,GNB,RCB,17,7,0,58,36,403,3,100,10.4,281,122,0,0,0,0,0,0,41,3
Josh Sweat,27,PHI,RLB,16,15,0,2,1,13,0,70.8,5,6,7,10,2,6,2,8,16,41,1
Kyle Van Noy,33,BAL,ROLB,16,13,0,8,7,68,0,102.1,4.4,35,33,10,4,8,2,12.5,25,41,3
Darrell Baker,26,TEN,RCB,17,9,0,47,25,315,4,102.7,10.2,182,133,1,0,0,0,0,0,40,4
Cole Bishop,22,BUF,S,16,4,0,25,18,232,2,127.4,8.4,119,113,6,1,0,0,0,1,40,5
Jaquan Brisker,25,CHI,DB,5,5,1,12,9,120,0,71.5,9.8,81,39,3,0,0,0,1,1,40,3
Cobie Durant,26,LAR,RCB,15,14,1,50,27,310,1,71.2,12.9,241,69,2,0,1,0,1,2,40,3
Brandin Echols,27,NYJ,CB,16,4,2,40,24,324,3,90,14.5,221,103,0,0,0,0,0,0,40,3
John Franklin-Myers,28,DEN,RDE,17,16,0,1,0,0,0,39.6,-7,0,0,1,3,10,0,7,21,40,2
Elijah Hicks,25,CHI,FS,12,7,0,14,7,141,1,109.5,17.3,115,26,1,0,0,0,0,0,40,1
Jarrian Jones,23,JAX,CB,17,4,1,55,37,404,0,81.2,6.1,153,251,8,1,0,0,2,3,40,9
Javon Kinlaw,27,NYJ,RDT,17,17,0,0,0,0,0,,,0,0,2,4,3,0,4.5,12,40,7
Boye Mafe,26,SEA,LOLB,15,11,0,9,7,78,0,102.8,0.8,-5,83,25,9,6,1,6,21,40,4
Anthony Nelson,27,TAM,OLB,17,6,0,9,8,40,0,85.2,1,13,27,43,6,10,0,4,20,40,3
Jabrill Peppers,29,NWE,S,6,6,1,14,8,105,0,51.2,9.7,61,44,10,1,0,0,0,1,40,2
Baylon Spector,26,BUF,LB,11,4,0,23,18,222,0,106.9,5.4,137,85,10,0,0,0,1.5,2,40,3
Grant Stuard,26,IND,LB,17,5,0,14,11,60,0,84.5,0.1,-7,67,5,0,0,0,0,0,40,2
Dorance Armstrong Jr.,27,WAS,RDE,16,15,0,3,3,20,0,94.4,1.7,5,15,0,10,8,1,5,24,39,6
Kingsley Enagbare,24,GNB,DL,17,7,0,7,7,38,0,89.3,1,7,31,2,5,3,0,4.5,13,39,5
A.J. Epenesa,26,BUF,LDE,17,13,0,4,2,14,0,58.3,-3.8,-8,22,0,6,4,0,6,16,39,2
Poona Ford,29,LAC,RDT,17,17,1,2,1,-3,0,16.7,-5.5,-6,3,0,0,6,3,3,9,39,2
Dante Fowler,30,WAS,LLB,17,7,1,6,3,25,0,21.5,-0.2,-2,27,20,7,2,0,10.5,20,39,5
Patrick Jones II,26,MIN,OLB,15,1,0,2,2,15,0,97.9,-0.5,-1,16,47,5,5,0,7,17,39,4
Khalil Mack,33,LAC,LOLB,16,16,0,4,3,15,0,80.2,-0.8,6,9,6,7,8,8,6,22,39,5
Rodney McLeod,34,CLE,S,17,5,0,36,19,230,3,100.5,8,100,130,7,0,0,0,0,0,39,5
Odafe Oweh,26,BAL,LOLB,17,10,0,5,5,56,0,113.3,2.4,12,44,7,5,12,0,10,28,39,3
Chau Smith-Wade,22,CAR,CB,14,4,1,20,14,92,1,75.4,4.6,37,55,6,1,0,0,0,1,39,2
Charles Snowden,26,LVR,LDE,16,9,0,11,9,33,0,79.2,3,13,20,12,4,5,4,1.5,11,39,2
Arnold Ebiketie,25,ATL,OLB,17,2,0,6,5,22,0,81.9,1.2,10,12,22,12,6,2,6,24,38,3
Jonah Elliss,21,DEN,OLB,17,0,0,11,10,113,1,139.8,4.6,51,62,45,3,0,2,5,9,38,1
Talanoa Hufanga,25,SFO,S,7,7,0,13,12,162,0,118.6,7.2,82,80,2,0,0,0,0,0,38,5
Donte Jackson,29,PIT,LCB,15,15,5,67,40,551,3,69.9,12.7,334,217,0,0,0,0,0,0,38,8
Jeremiah Ledbetter,30,JAX,DT,15,3,0,1,1,3,0,79.2,-1,-1,4,0,0,2,0,2,4,38,0
Will Anderson,23,HOU,LDE,14,14,0,3,2,18,0,82.6,0.3,-6,24,1,9,8,2,11,29,37,4
Kenny Clark,29,GNB,RDT,17,17,0,1,1,7,0,95.8,-4,-4,11,0,6,4,2,1,11,37,4
Derick Hall,23,SEA,RILB,17,14,0,2,1,1,0,56.2,0.5,1,0,20,8,13,0,8,29,37,2
Shelby Harris,33,CLE,RDT,14,13,0,0,0,0,0,,,0,0,0,4,3,1,1.5,9,37,1
Cam Hart,24,LAC,CB,14,6,0,58,35,281,3,89.8,8.6,190,91,1,0,1,0,0.5,2,37,4
Josh Jobe,26,SEA,CB,10,6,1,50,28,354,1,76.6,9.8,250,104,0,0,0,0,0,0,37,4
Chris Jones,30,KAN,LDT,15,15,0,2,1,-6,0,56.2,-5.5,-5,-1,0,17,16,1,5,38,37,2
Otito Ogbonnia,24,LAC,NT,17,17,0,0,0,0,0,,,0,0,0,1,3,0,0,4,37,1
Nathan Shepherd,31,NOR,RDT,16,13,0,0,0,0,0,,,0,0,0,4,3,0,1.5,9,37,2
Dadrion Taylor-Demerson,23,ARI,S,17,2,0,20,14,171,0,96,7.6,99,72,6,0,0,0,0,0,37,3
Quinnen Williams,27,NYJ,NT,16,16,0,5,3,7,0,64.6,-1.6,-3,10,0,9,11,0,6,27,37,10
D.J. Wonnum,27,CAR,LOLB,8,8,0,4,4,21,0,88.5,-0.5,-2,23,10,6,2,1,4,12,37,5
Keeanu Benton,23,PIT,NT,17,14,1,4,3,10,0,37.5,-3.3,-11,21,0,4,6,5,1,11,36,4
Jaylon Carlies,23,IND,LB,10,6,0,13,12,100,1,124.4,1.5,23,77,7,0,0,0,1,1,36,2
Isaiah McGuire,23,CLE,DE,16,3,0,2,0,0,0,39.6,3,0,0,4,3,6,0,2.5,12,36,0
Byron Murphy,22,SEA,NT,14,9,0,2,2,22,0,112.5,-1.5,-3,25,0,4,0,0,0.5,5,36,0
Samuel Womack,25,IND,CB,17,8,2,55,33,502,6,111.3,10.8,358,144,1,0,0,0,0,0,36,5
Krys Barnes,26,ARI,LB,17,0,0,10,10,102,1,142.5,4.9,49,53,6,0,0,0,2,2,35,1
Ashtyn Davis,28,NYJ,S,15,1,2,20,14,138,1,66.2,5.9,55,83,5,1,0,0,0,1,35,3
Storm Duck,24,MIA,CB,14,3,0,36,22,248,2,100.2,8.7,176,72,0,0,0,0,0,0,35,4
Josh Hayes,25,TAM,DB,15,3,0,33,22,216,4,124.5,9.7,137,79,2,0,0,0,0,0,35,2
George Karlaftis III,23,KAN,LDE,16,11,0,8,4,37,0,63,1.6,0,37,0,11,18,4,8,37,35,1
Jonah Laulu,24,LVR,DT,17,7,0,1,1,10,0,108.3,-5,-5,15,0,3,1,2,1,5,35,0
Sam Okuayinonu,26,SFO,DL,16,3,0,8,7,35,0,84.9,-2.6,-15,50,1,2,4,0,3,9,35,3
Clark Phillips,23,ATL,CB,16,2,1,43,32,308,3,107.5,8.1,185,123,0,0,0,0,0,0,35,6
Jack Sanborn,24,CHI,LB,17,3,0,9,8,128,0,118.7,10.9,90,38,15,1,1,1,1.5,4,35,3
Shaq Thompson,30,CAR,LB,4,4,0,10,9,47,0,86.2,1.1,9,38,9,1,1,0,0,2,35,8
Za'Darius Smith,32,2TM,LDE,17,16,0,3,3,25,0,101.4,-3,-9,34,2,8,7,0,9,25,35,4
Za'Darius Smith,32,CLE,LDE,9,9,0,2,2,12,0,91.7,-2.5,-5,17,0,3,2,0,5,10,23,1
Za'Darius Smith,32,DET,RDE,8,7,0,1,1,13,0,118.7,-4,-4,17,2,5,5,0,4,15,12,3
Micheal Clemons,27,NYJ,LOLB,17,17,0,1,1,9,0,104.2,-2,-2,11,0,5,4,0,4.5,14,34,4
Cameron Jordan,35,NOR,LDE,17,17,1,2,2,2,0,39.6,-2,-4,6,0,4,4,3,4,12,34,0
Dell Pettus,23,NWE,S,17,1,0,14,9,87,0,81.5,7.9,48,39,5,0,0,0,1,1,34,0
Christian Roland-Wallace,23,KAN,CB,17,2,1,18,15,153,2,116,6.7,91,62,14,1,2,0,0,3,34,0
Marshon Lattimore,28,2TM,CB,9,9,0,32,17,182,1,80.5,10.2,91,91,3,1,0,0,0,1,34,0
Marshon Lattimore,28,NOR,CB,7,7,0,22,12,114,0,69.1,9,31,83,3,1,0,0,0,1,30,0
Marshon Lattimore,28,WAS,CB,2,2,0,10,5,68,1,105.4,12.6,60,8,0,0,0,0,0,0,4,0
Maliek Collins,29,SFO,LDT,17,17,0,2,2,16,0,100,-0.5,-1,17,0,7,7,0,5,20,33,3
Devon Key,27,DEN,DB,17,2,0,11,5,95,2,115.5,13.5,45,50,2,0,0,0,1,1,33,1
Tristin McCollum,25,PHI,S,14,2,0,16,9,88,1,92.7,9.4,44,44,0,0,0,0,0,0,33,4
Jeremiah Pharms,28,NWE,DT,16,5,0,0,0,0,0,,,0,0,0,4,3,0,2,9,33,1
J.J. Russell,26,TAM,LB,16,3,0,18,13,151,1,115.7,5.8,66,85,9,1,0,0,0,1,33,3
Lukas Van Ness,23,GNB,DL,17,0,0,4,3,20,0,85.4,-4,-11,31,0,4,3,0,3,10,33,3
Nate Wiggins,21,BAL,CB,15,6,1,62,31,441,0,66.7,12.1,336,105,1,1,0,0,0,1,33,4
Joshua Williams,25,KAN,CB,17,6,0,31,16,160,1,77.4,10.6,85,75,2,0,0,0,1,1,33,3
Marcus Williams,28,BAL,FS,11,9,0,24,16,295,3,148.4,13.1,242,53,1,0,0,0,0,0,33,2
Lorenzo Carter,29,ATL,LOLB,13,11,0,13,13,115,0,103.5,0.6,8,107,9,1,2,0,0,3,32,7
K'Lavon Chaisson,25,LVR,DE,15,4,1,11,8,36,1,68.7,-0.3,-9,45,2,2,2,0,5,10,32,9
Troy Hill,33,CAR,CB,6,2,0,17,15,135,1,119.4,5.2,71,64,6,0,0,0,0,0,32,5
Laiatu Latu,24,IND,DE,17,1,0,4,4,26,0,93.7,0.8,3,23,0,11,8,1,4,23,32,5
Chad Muma,25,JAX,LB,17,3,0,10,10,82,1,134.2,2.7,27,55,5,0,0,0,0,0,32,2
Tavius Robinson,25,BAL,OLB,17,7,0,3,2,7,0,70.1,0.3,-3,10,0,1,8,0,3.5,13,32,0
Montez Sweat,28,CHI,LDE,16,16,0,1,1,11,0,112.5,4,4,7,0,9,7,2,5.5,22,32,3
Darrell Taylor,27,CHI,DL,16,0,0,2,2,21,0,110.4,2.5,5,16,4,4,6,2,3,13,32,4
Carrington Valentine,23,GNB,CB,15,7,2,30,23,302,0,80.1,8.5,150,152,1,0,0,0,0,0,32,4
Jaylen Watson,26,KAN,RCB,6,6,0,30,16,208,0,75.4,11,112,96,4,0,0,0,0,0,32,6
Preston Smith,32,2TM,LDE,17,9,0,3,2,6,0,70.1,5,6,0,5,7,1,0,4.5,13,32,2
Preston Smith,32,GNB,LDE,9,9,0,2,1,5,0,56.2,7,5,0,0,7,1,0,2.5,11,19,1
Preston Smith,32,PIT,LB,8,0,0,1,1,1,0,79.2,1,1,0,5,0,0,0,2,2,13,1
Mario Edwards,30,HOU,DT,13,12,0,0,0,0,0,,,0,0,0,4,4,2,3,11,31,5
Da'Shawn Hand,29,MIA,DT,17,2,0,2,2,34,0,118.7,-2.5,-5,39,0,0,3,1,1,4,31,1
Kris Jenkins,23,CIN,LDT,15,9,0,1,1,4,0,83.3,-6,-6,10,0,1,2,0,3,6,31,2
Damontae Kazee,31,PIT,S,15,1,1,14,11,182,1,112.8,10.9,129,53,0,0,0,0,0,0,31,1
Josh Newton,24,CIN,RCB,17,6,1,55,31,382,4,94.7,9,228,154,1,0,0,0,0,0,31,6
Dayo Odeyingbo,25,IND,RDE,17,14,0,4,4,24,0,91.7,-1.3,-5,29,0,2,13,0,3,19,31,7
Tim Settle,27,HOU,RDT,17,11,0,1,1,-3,0,79.2,-3,-3,0,0,4,5,0,5,14,31,3
Alex Singleton,31,DEN,LB,3,3,1,8,7,70,1,103.1,2.9,10,60,12,0,1,0,0,1,31,4
Ahkello Witherspoon,29,LAR,CB,13,5,1,49,32,415,2,96.9,10.7,285,130,0,0,0,1,0,0,31,5
Chase Young,25,NOR,DE,17,0,0,2,2,14,0,95.8,-5,-10,24,1,14,13,3,5.5,34,31,3
Chris Board,29,BAL,LB,17,1,0,9,6,60,0,85.4,4.6,30,30,5,0,0,0,1,1,30,2
Johnathan Hankins,32,SEA,DT,17,8,1,0,0,0,0,,,0,0,0,0,1,0,1,2,30,1
Darnay Holmes,26,LVR,CB,16,1,0,32,24,233,1,105.3,6.6,117,116,13,1,0,0,1,2,30,3
Eddie Jackson,31,2TM,FS,11,4,0,25,15,243,3,132.2,15.6,200,43,2,0,1,0,0,1,30,3
Eddie Jackson,31,BAL,FS,9,4,0,25,15,243,3,132.2,15.6,200,43,1,0,1,0,0,1,30,3
Eddie Jackson,31,LAC,FS,2,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0
Anfernee Orji,24,NOR,LB,16,2,0,10,9,66,0,94.2,1.3,14,52,3,0,0,0,0,0,30,6
