Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
DaRon Bland,23,DAL,DB,17,8,5,63,45,412,5,82.2,6.8,219,193,8,0,1,0,0,1,54,5
Yetur Gross-Matos,24,CAR,RDE,17,17,0,1,0,0,0,39.6,-3,0,0,0,1,7,0,2.5,11,54,0
Jeffery Simmons,25,TEN,DT,15,15,0,4,3,2,0,77.1,-2.5,-7,9,1,8,5,6,7.5,21,54,5
Kenny Clark,27,GNB,NT,17,17,0,0,0,0,0,,,0,0,2,7,6,0,4,17,53,3
Carl Granderson,26,NOR,DE,16,4,0,1,1,8,0,100,-4,-4,12,0,4,1,0,5.5,13,53,1
Jaycee Horn,23,CAR,RCB,13,13,3,60,33,429,1,62.4,12.1,306,123,9,2,1,2,0,3,53,6
Denzel Ward,25,CLE,LCB,14,14,3,69,42,530,2,76.4,10.3,369,161,2,0,1,0,0,1,53,4
Darious Williams,29,JAX,LCB,17,12,0,91,46,455,1,68.7,8.9,187,268,2,1,0,0,0,1,53,7
Kendall Fuller,27,WAS,LCB/DB,17,17,3,74,41,590,5,87.1,11.8,396,194,2,0,0,0,0,0,52,5
Aidan Hutchinson,22,DET,LDE,17,17,3,5,4,30,0,52.1,3.6,8,22,9,14,5,0,9.5,30,52,3
Justin Jones,26,CHI,LDE,17,17,0,2,2,21,0,110.4,-3.5,-7,28,0,4,2,4,3,9,52,2
Steven Nelson,29,HOU,RCB,15,15,1,62,37,367,2,80.5,10.3,253,114,1,0,1,0,1,2,52,8
Jarran Reed,30,GNB,RDE,17,14,0,1,1,10,0,108.3,-5,-5,15,2,5,10,0,2.5,18,52,2
Rodney Thomas II,24,IND,FS,17,10,4,31,18,296,4,90.3,16.1,201,95,3,0,0,0,0,0,52,5
Nick Bosa,25,SFO,RDE,16,16,0,3,3,6,0,79.2,-1.3,-4,10,1,9,28,1,18.5,56,51,1
Mike Hughes,25,DET,DB,16,6,0,56,41,528,4,126.2,10.1,331,197,14,2,2,0,0,4,51,4
Adoree' Jackson,27,NYG,LCB,10,10,0,60,31,398,2,83.9,9.8,296,102,1,0,0,0,0,0,51,3
Julian Blackmon,24,IND,FS,14,11,1,39,33,453,4,138.6,8.7,250,203,8,1,0,0,1,2,50,9
Cameron Dantzler,24,MIN,LCB,10,9,0,53,41,407,2,111.1,8.1,244,163,1,0,0,0,0,0,50,3
Khalil Mack,31,LAC,RDE,17,17,0,5,4,9,0,79.2,0,3,6,46,6,4,1,8,18,50,4
Jimmie Ward,31,SFO,DB,12,5,3,71,52,473,3,87.4,4.6,243,230,11,0,2,0,0,2,50,4
Eli Apple,27,CIN,LCB,15,15,0,79,45,657,3,96.9,13.1,464,193,4,0,0,0,0,0,49,7
Aaron Donald,31,LAR,DT,11,11,0,2,1,5,0,56.2,-2.5,-2,7,0,5,6,2,5,16,49,2
William Gholston,31,TAM,LDE,17,9,0,2,1,2,1,95.8,-1,2,0,0,0,5,0,0,5,49,1
Brandon Jones,24,MIA,SS,7,7,0,32,20,183,0,78,7,74,109,21,1,0,0,2,3,49,4
Haason Reddick,28,PHI,LLB,17,17,0,12,7,87,0,80.9,3.3,38,49,77,13,10,1,16,41,49,5
Kayvon Thibodeaux,22,NYG,ROLB,14,14,0,5,2,20,0,52.1,5.4,14,6,49,4,10,4,4,18,49,0
Shy Tuttle,27,NOR,LDT,17,14,0,1,1,7,0,95.8,-4,-4,11,0,0,0,5,2,3,49,1
Travon Walker,22,JAX,ROLB,15,14,1,10,5,58,0,28.3,2.6,18,40,20,10,7,0,3.5,21,49,5
Broderick Washington Jr.,26,BAL,NT,17,9,0,0,0,0,0,,,0,0,0,1,3,6,1,5,49,2
Jaylen Watson,24,KAN,DB,16,6,1,71,46,515,5,103.9,10,368,147,4,0,0,0,0,0,49,5
Jonathon Cooper,24,DEN,LOLB,14,9,0,11,9,57,0,88.3,0.4,-2,59,16,2,4,0,2,8,48,0
Tony Fields,23,CLE,RLB,17,6,1,12,9,52,0,47.9,3.5,9,43,7,1,0,0,0,1,48,4
Kristian Fulton,24,TEN,RCB,11,11,1,63,33,421,3,82.8,11.1,265,156,1,0,0,0,0,0,48,6
Markus Golden,31,ARI,ROLB,17,14,0,8,5,40,0,75,-1.6,-1,41,54,4,15,0,2.5,22,48,1
Larry Ogunjobi,28,PIT,LDE,16,16,0,0,0,0,0,,,0,0,0,0,9,0,1.5,11,48,2
Khalen Saunders,26,KAN,DT,16,0,0,3,3,21,0,95.8,1.7,5,16,0,1,4,1,3.5,9,48,1
Josh Sweat,25,PHI,LDE/RDE,16,16,1,4,4,36,0,64.6,4.5,18,18,3,5,9,0,11,27,48,3
Levi Wallace,27,PIT,LCB,15,9,4,77,41,650,3,73,13,424,226,0,0,0,0,0,0,48,4
Kamu Grugier-Hill,28,2TM,LB,15,6,0,35,24,250,1,98.5,4.9,94,156,10,1,1,0,0,2,48,3
Kamu Grugier-Hill,28,HOU,LLB,6,6,0,27,17,207,0,86.5,5.6,93,114,10,1,1,0,0,2,40,2
Kamu Grugier-Hill,28,ARI,LB,9,0,0,8,7,43,1,128.6,2.6,1,42,0,0,0,0,0,0,8,1
Zach Allen,25,ARI,DT,13,13,0,3,3,17,0,90.3,-1.3,-4,21,7,7,12,8,5.5,25,47,2
Derrick Barnes,23,DET,LB,15,4,0,12,9,72,0,89.6,2.2,19,53,16,1,0,0,1,2,47,2
Bryce Callahan,31,LAC,DB,15,11,3,54,35,370,3,80,7.6,193,177,16,4,2,1,0,6,47,7
Damone Clark,22,DAL,LB,10,5,0,15,13,116,2,138.5,2.2,25,91,8,0,0,0,0,0,47,0
Dre'Mont Jones,25,DEN,LDE,13,13,0,0,0,0,0,,,0,0,1,4,5,0,6.5,16,47,1
Jaylon Jones,25,CHI,DB,16,4,0,44,29,346,1,97.3,9.1,191,155,2,0,0,0,0,0,47,5
Cory Littleton,29,CAR,MLB,15,7,0,12,8,52,1,103.5,4.1,22,30,9,1,1,0,0.5,3,47,3
Chad Muma,23,JAX,LB,16,2,0,19,13,172,1,114.4,7.9,94,78,4,1,1,0,1.5,4,47,2
Marcus Peters,29,BAL,LCB,13,13,1,84,54,711,7,113.7,9.4,475,236,3,1,0,0,1,2,47,6
AJ Terrell,24,ATL,LCB/RCB,14,14,0,75,42,478,6,102,11.3,355,123,1,0,0,0,0,0,47,7
Andrew Van Ginkel,27,MIA,ROLB,17,5,1,16,14,75,0,60.2,-0.5,-11,86,25,4,3,1,0.5,8,47,3
Isaiah Buggs,26,DET,LDT,17,13,0,0,0,0,0,,,0,0,0,2,8,2,1,11,46,2
Akeem Davis-Gaither,25,CIN,LB,16,1,0,19,16,171,0,104.2,3.1,36,135,10,0,0,0,0,0,46,3
Jonas Griffith,25,DEN,RILB,9,8,1,24,18,151,1,87.3,3.7,58,93,10,2,3,0,0,5,46,2
Lawrence Guy,32,NWE,LDE,14,14,0,1,1,7,0,95.8,2,2,5,0,2,2,0,2,7,46,2
Amani Hooker,24,TEN,FS,9,9,1,40,28,335,2,101.6,6.6,201,134,21,4,0,0,0,4,46,2
Anthony Nelson,25,TAM,LOLB,17,8,0,9,7,44,0,87,1.2,10,34,17,3,1,0,5.5,10,46,1
Jacob Phillips,23,CLE,LB,7,4,0,21,15,168,0,94.9,4.2,51,117,7,1,1,0,2,4,46,1
Montez Sweat,26,WAS,LDE,17,17,0,3,3,25,0,101.4,1.3,4,21,1,4,19,3,8,31,46,1
Alontae Taylor,24,NOR,RCB,13,9,0,66,32,318,0,62.6,13,215,103,0,0,0,0,0,0,46,8
Kyle Van Noy,31,LAC,LDE,17,13,0,15,10,88,1,104.3,1.5,-5,93,29,4,5,1,5,14,46,2
Jayon Brown,27,LVR,LB,8,6,0,34,29,311,0,104.8,4.5,117,194,9,0,1,1,0,1,45,2
Tae Crowder,25,NYG,RILB,13,8,0,21,13,162,1,101.7,3.6,56,106,30,2,1,0,1,4,45,9
Darren Hall,22,ATL,RCB,17,9,0,37,26,317,2,114.4,10.5,212,105,0,0,0,0,0,0,45,3
DeAndre Houston-Carson,29,CHI,SS,17,6,1,17,9,120,0,51.1,9.6,51,69,8,0,0,0,0,0,45,3
Xavien Howard,29,MIA,LCB,15,15,1,84,50,779,4,101.2,11.2,420,359,3,0,0,0,0,0,45,7
Xavier McKinney,24,NYG,FS,9,9,0,23,12,185,1,93.6,14.7,130,55,28,2,0,3,1,3,45,2
Kwity Paye,24,IND,RDE,12,12,0,4,3,8,0,77.1,-3.8,-10,18,0,9,4,0,6,19,45,1
Mike Purcell,31,DEN,NT,17,4,0,1,1,6,1,131.2,-4,-4,10,0,2,3,0,1.5,7,45,2
Duke Riley,28,MIA,LB,17,2,0,30,21,160,2,104.9,4.2,77,83,16,1,0,0,1,2,45,1
Roy Robertson-Harris,29,JAX,LDE,17,17,0,0,0,0,0,,,0,0,1,2,8,4,3,13,45,2
Leonard Williams,28,NYG,RDE,12,12,0,1,1,46,0,118.7,-3,-3,49,0,6,8,0,2.5,17,45,0
Rock Ya-Sin,26,LVR,LCB,11,9,0,69,42,414,1,82.6,8.1,243,171,2,0,1,0,0,1,45,6
Azeez Al-Shaair,25,SFO,LLB,12,9,0,16,12,131,0,98.7,7.4,70,61,13,1,1,0,0,2,44,4
James Bradberry,29,PHI,LCB,17,17,3,86,39,382,2,51.6,10.4,239,143,1,0,0,0,0,0,44,7
Rudy Ford,28,GNB,FS,17,6,3,20,13,242,3,106.7,12.9,177,65,0,0,0,0,0,0,44,4
Antonio Hamilton,29,ARI,LCB,10,5,1,48,32,301,1,82,6.8,105,196,4,0,0,0,0,0,44,4
Shelby Harris,31,SEA,LDE,15,15,0,0,0,0,0,,,0,0,0,2,4,2,2,8,44,4
Chris Jones,28,KAN,RDT,17,17,0,5,4,47,0,105.8,-4.2,-23,70,9,16,13,3,15.5,46,44,1
Deion Jones,28,CLE,MLB,11,5,1,24,15,170,1,80.2,2.2,43,127,9,0,0,0,2.5,3,44,4
Trent McDuffie,22,KAN,RCB,11,11,0,51,27,253,3,86.5,11.1,163,90,13,0,1,0,1,2,44,2
Bilal Nichols,26,LVR,RDT,17,17,0,0,0,0,0,,,0,0,0,3,9,0,1.5,14,44,1
Ogbonnia Okoronkwo,27,HOU,LDE,17,8,0,1,1,30,0,118.7,4,4,26,1,6,6,0,5,17,44,0
Amani Oruwariye,26,DET,LCB,14,5,0,50,32,448,2,106.1,10.4,340,108,0,0,0,0,0,0,44,3
Za'Darius Smith,30,MIN,ROLB,16,16,0,5,4,31,0,92.5,0,0,31,37,11,15,5,10,37,44,5
K'Waun Williams,31,DEN,DB,14,8,1,52,31,319,0,69.3,5.6,136,183,22,2,1,0,1,4,44,6
Fletcher Cox,32,PHI,RDE/LDE,17,17,0,1,1,5,0,87.5,-4,-4,9,1,9,8,0,7,25,43,1
Darius Harris,26,KAN,LB,17,4,0,21,14,135,2,116.2,3,27,108,18,0,0,1,1.5,2,43,1
Derion Kendrick,22,LAR,LCB,15,6,0,59,40,517,2,106.4,10.3,333,184,0,0,0,0,0,0,43,1
Dean Lowry,28,GNB,LDE,15,12,0,1,0,0,0,39.6,0,0,0,2,1,4,1,0.5,6,43,1
Avonte Maddox,26,PHI,DB,9,8,1,37,24,288,0,77.3,4.6,103,185,7,0,1,0,1,2,43,5
Nick McCloud,24,NYG,LCB,14,8,0,48,26,285,3,92.8,10.2,192,93,13,0,0,1,1.5,2,43,3
Isaiah McDuffie,23,GNB,LB,17,1,0,12,9,73,1,117.7,4.4,31,42,4,0,0,0,0,0,43,1
Osa Odighizuwa,24,DAL,LDT,17,17,0,0,0,0,0,,,0,0,0,2,5,0,4,11,43,1
David Onyemata,30,NOR,RDT,17,17,0,2,2,10,0,87.5,-1.5,-3,13,0,3,4,0,5,13,43,3
Odafe Oweh,24,BAL,LOLB,17,6,0,12,8,76,0,84,2.1,15,61,10,8,4,0,3,16,43,6
Sheldon Rankins,28,NYJ,NT,15,15,0,0,0,0,0,,,0,0,0,4,4,0,3,11,43,2
Derek Stingley Jr.,21,HOU,LCB,9,9,1,54,34,409,0,78.4,9.9,288,121,0,0,0,0,1,1,43,2
Cameron Sutton,27,PIT,RCB,16,15,3,73,35,388,4,65.3,11.2,270,118,3,2,0,0,0,2,43,5
Jihad Ward,28,NYG,LDE,17,11,0,7,4,25,0,64.6,1.6,8,17,29,1,11,3,3,15,43,2
Anthony Brown,29,DAL,LCB,12,12,0,87,46,589,4,89.7,11.7,412,177,1,0,0,0,0,0,42,7
Rasheem Green,25,HOU,RDE,16,5,0,0,0,0,0,,,0,0,0,5,2,2,3.5,12,42,2
Jerry Jacobs,25,DET,LCB,12,8,1,60,32,358,1,70,12,237,121,1,0,0,0,1,1,42,4
Joshua Kalu,27,TEN,DB,16,5,1,35,24,268,2,98.3,9.6,173,95,11,0,0,0,0,0,42,2
Nnamdi Madubuike,25,BAL,DT,17,16,0,1,1,0,0,79.2,-6,-6,6,0,4,3,3,5.5,13,42,6
Josh Metellus,24,MIN,S,17,3,1,19,13,133,1,83.9,11.7,102,31,2,0,0,0,0,0,42,2
Greg Newsome II,22,CLE,RCB,15,15,0,69,40,406,2,84.6,8.1,213,193,9,0,0,0,0.5,1,42,5
Adetokunbo Ogundeji,24,ATL,LDE,16,16,0,5,5,27,1,128.7,-0.2,-1,28,3,1,0,0,2,3,42,1
A'Shawn Robinson,27,LAR,LDE,10,10,0,0,0,0,0,,,0,0,0,1,3,0,0,4,42,2
Benjamin St-Juste,25,WAS,RCB,12,12,0,65,31,466,3,87.1,12.5,325,141,6,0,1,0,2,3,42,4
Dalvin Tomlinson,28,MIN,RDE,13,13,0,0,0,0,0,,,0,0,0,4,7,0,2.5,14,42,0
Kaiir Elam,21,BUF,LCB,13,6,2,47,33,363,3,96.3,9.8,248,115,0,0,0,0,0,0,41,4
Boye Mafe,24,SEA,LB,17,3,0,15,12,122,1,122.8,4.1,11,111,16,4,1,0,3,8,41,3
Alim McNeill,22,DET,RDT,17,17,0,0,0,0,0,,,0,0,4,6,4,0,1,11,41,2
Jason Pinnock,23,NYG,FS,14,5,0,14,11,170,1,141.1,14.2,114,56,33,1,2,1,1.5,5,41,0
M.J. Stewart,27,HOU,DB,17,0,0,12,8,67,0,80.9,8.1,24,43,2,0,1,0,0,1,41,0
Tavierre Thomas,26,HOU,LCB,10,6,0,29,18,132,0,72.8,6.2,69,63,13,0,0,0,0,0,41,3
Abdullah Anderson,26,ATL,LDT,16,8,0,0,0,0,0,,,0,0,0,0,0,0,1,1,40,0
Roderic Teamer,25,LVR,S,17,3,0,25,19,166,2,119.7,4,55,111,8,1,0,0,0,1,40,2
Joe Tryon-Shoyinka,23,TAM,OLB,17,16,0,24,14,109,1,83.5,1.2,-2,111,35,8,9,0,4,22,40,2
Joshua Williams,23,KAN,DB,17,4,1,50,28,374,5,104.9,8.8,256,118,4,1,0,0,0,1,40,5
Andrew Billings,27,LVR,LDT,14,14,0,0,0,0,0,,,0,0,0,0,1,0,1,3,39,2
Frank Clark,29,KAN,RDE,15,15,0,8,5,27,0,68.2,0,-16,43,12,10,8,1,5,24,39,3
Carlos Dunlap,33,KAN,DE,17,2,0,2,1,-1,0,56.2,-4,-2,1,9,7,8,9,4,20,39,0
Marcus Jones,24,NWE,DB,15,4,2,41,24,361,1,75.4,14.8,271,90,0,1,0,0,0,1,39,2
Terrance Mitchell,30,TEN,LCB,11,5,1,55,35,460,2,94.5,8.9,317,143,0,0,0,0,0,0,39,2
J.J. Watt,33,ARI,LDE,16,16,0,1,1,0,0,79.2,-6,-6,6,0,6,12,7,12.5,31,39,1
T.J. Watt,28,PIT,LOLB,10,10,2,3,3,24,0,60.4,2.3,7,17,36,2,4,3,5.5,13,39,3
Al Woods,35,SEA,NT,14,14,0,1,1,4,0,83.3,-2,-2,6,0,2,1,1,2,5,39,2
Bradley Chubb,26,2TM,LOLB,16,15,0,7,3,36,0,59.2,4,22,14,78,11,12,1,8,32,39,4
Bradley Chubb,26,DEN,LOLB,8,8,0,6,3,36,0,68.7,4.3,22,14,43,7,3,0,5.5,16,26,4
Bradley Chubb,26,MIA,ROLB,8,7,0,1,0,0,0,39.6,2,0,0,35,4,9,1,2.5,16,13,0
Oren Burks,27,SFO,LB,17,3,0,13,10,89,1,120.4,3.7,34,55,6,0,0,0,0.5,1,38,1
Morgan Fox,28,LAC,LDT,17,12,0,0,0,0,0,,,0,0,3,4,5,0,6.5,16,38,0
John Franklin-Myers,26,NYJ,LDE,17,17,0,5,5,-5,0,79.2,-3.6,-18,13,0,3,11,1,5,21,38,1
Darnay Holmes,24,NYG,CB,15,2,0,67,41,435,1,85.1,9,217,218,22,3,1,0,0,4,38,3
Chandler Jones,32,LVR,LDE,15,15,0,5,3,17,0,66.2,0.4,0,17,24,4,9,3,4.5,19,38,4
DaQuan Jones,31,BUF,RDT,16,16,0,0,0,0,0,,,0,0,0,3,8,0,2,14,38,4
Amik Robertson,24,LVR,DB,17,7,2,64,39,545,4,96.2,11.3,347,198,10,1,0,1,1,2,38,3
Geno Stone,23,BAL,FS,17,7,0,22,15,239,0,104.2,10.1,177,62,1,0,0,0,0,0,38,4
Damien Wilson,29,CAR,MLB,17,5,0,8,8,77,0,106.8,2.5,20,57,6,1,0,0,2,3,38,2
D.J. Wonnum,25,MIN,LB,16,1,0,5,4,40,0,100,-0.2,-6,46,11,3,5,0,4,13,38,3
Maliek Collins,27,HOU,RDT,15,15,0,0,0,0,0,,,0,0,0,1,7,2,3.5,12,37,0
Matthew Ioannidis,28,CAR,RDT,13,13,0,1,1,-6,0,79.2,-2,-2,-4,0,2,7,1,1,10,37,3
Isaiah Oliver,26,ATL,LCB/RCB,12,5,1,42,29,267,0,76.2,7.3,98,169,3,0,1,1,1,2,37,3
Gregory Rousseau,22,BUF,LDE,13,13,0,3,3,5,0,79.2,-4,-12,17,2,4,5,3,8,18,37,2
Logan Ryan,31,TAM,FS,9,6,1,21,12,160,2,93.4,13.1,122,38,4,1,0,0,0,1,37,3
Brandon Stephens,25,BAL,DB,15,4,0,59,37,410,1,88.9,10.6,336,74,1,0,0,0,0.5,1,37,4
Tanner Vallejo,28,ARI,LB,17,5,0,20,14,202,1,119.2,3,32,170,5,0,2,0,0,2,37,6
DeShawn Williams,30,DEN,RDE,17,15,0,3,2,15,0,78.5,-5.7,-13,28,0,2,3,5,4.5,10,37,2
Andrew Wingard,26,JAX,S,17,3,1,9,5,38,0,26.4,8.6,30,8,7,2,1,0,0,3,37,1
Calais Campbell,36,BAL,DE,14,14,0,0,0,0,0,,,0,0,0,1,8,2,5.5,15,36,5
Micheal Clemons,25,NYJ,DE,16,0,0,0,0,0,0,,,0,0,0,2,2,0,2.5,7,36,1
Samson Ebukam,27,SFO,LDE,15,15,0,5,3,16,1,105,-2.6,-5,21,10,2,7,1,5,15,36,1
Jordan Elliott,25,CLE,LDT,17,17,0,1,0,0,0,39.6,-9,0,0,0,5,1,2,2,8,36,1
Greg Gaines,26,LAR,NT,16,12,0,0,0,0,0,,,0,0,0,3,2,0,4,9,36,0
Tre Herndon,26,JAX,CB,15,1,0,43,31,411,2,117.5,10.3,305,106,2,0,1,0,0,1,36,2
Michael Hoecht,25,LAR,DT/LB,17,6,0,1,1,17,0,118.7,2,2,15,4,3,4,0,4.5,12,36,2
Roy Lopez,25,HOU,LDT,17,14,0,1,0,0,0,39.6,-5,0,0,0,3,2,1,1,6,36,2
Byron Murphy,24,ARI,LCB,9,9,0,58,37,346,4,103.1,6.4,156,190,8,1,0,0,0.5,2,36,3
Bradley Roby,30,NOR,RCB,13,10,0,63,34,409,1,79.4,9,234,175,8,1,0,0,0,1,36,8
Sam Webb,24,LVR,CB,17,3,0,44,31,337,1,100.3,8.6,202,135,3,0,0,0,0,0,36,2
Milton Williams,23,PHI,DT,17,0,0,2,2,4,0,79.2,-4,-8,12,1,1,2,2,4,7,36,0
Mack Wilson,24,NWE,LB,17,3,0,14,7,70,1,88.4,3,7,63,15,3,0,0,1.5,6,36,8
Chidobe Awuzie,27,CIN,RCB,8,8,0,50,19,236,0,53.4,14.5,220,16,1,0,0,0,0,0,35,3
Leo Chenal,22,KAN,RLB,17,8,0,8,5,77,0,94.3,1.5,9,68,13,0,2,0,1,3,35,5
Poona Ford,27,SEA,RDE,17,16,0,2,2,-3,0,79.2,-1,-2,-1,0,0,4,2,3,7,35,1
Brandon Graham,34,PHI,DE,17,1,0,2,2,2,0,79.2,-0.5,-1,3,15,4,4,1,11,21,35,0
Jerry Hughes,34,HOU,RDE/LDE,17,16,1,6,5,47,0,59.7,-4,-18,65,1,7,3,0,9,19,35,6
Donte Jackson,27,CAR,LCB,9,9,2,49,37,340,2,90.5,8.9,255,85,0,0,0,0,0,0,35,1
Jaylon Johnson,23,CHI,LCB,11,11,0,51,30,452,1,94.6,11.4,253,199,2,0,0,0,0,0,35,5
David Mayo,29,WAS,LB,13,3,0,8,6,82,2,146.9,2.6,12,70,4,1,0,0,1,2,35,1
Raekwon McMillan,27,NWE,LB,16,1,0,19,14,135,0,93.1,6.2,46,89,7,1,0,0,1,2,35,3
Armon Watts,26,CHI,RDT,17,12,0,0,0,0,0,,,0,0,0,2,1,0,1,4,35,2
Justin Hollins,26,2TM,LB,16,5,0,5,3,10,0,64.6,-1.4,-13,23,30,4,3,0,3.5,11,35,1
Justin Hollins,26,LAR,LOLB,10,5,0,5,3,10,0,64.6,-1.4,-13,23,17,0,2,0,1,3,26,1
Justin Hollins,26,GNB,LB,6,0,0,0,0,0,0,,,0,0,13,4,1,0,2.5,8,9,0
Reed Blankenship,23,PHI,FS,10,4,1,11,6,71,1,66.9,8,33,38,0,0,0,0,0,0,34,1
Ta'Quon Graham,24,ATL,LDT,11,9,0,0,0,0,0,,,0,0,0,1,5,0,0,6,34,2
D.J. Jones,27,DEN,NT,15,15,0,2,2,30,0,118.7,-4.5,-9,39,0,4,2,6,2,8,34,4
Ed Oliver,25,BUF,LDT,13,13,0,0,0,0,0,,,0,0,0,2,11,3,2.5,16,34,1
Isaiah Rodgers,24,IND,DB,15,9,0,29,17,192,3,113,11,87,105,0,0,0,0,0,0,34,1
Teair Tart,25,TEN,NT,16,16,1,2,1,0,0,16.7,-2,-6,6,0,5,5,5,1.5,12,34,2
Kindle Vildor,25,CHI,RLB,11,9,1,38,25,345,3,110.1,8.4,203,142,0,0,0,0,0,0,34,2
Cornell Armstrong,27,ATL,DB,9,4,0,43,24,310,2,94.1,12.1,226,84,0,0,0,0,0,0,33,1
Dorance Armstrong Jr.,25,DAL,RDE,17,5,0,7,6,66,0,106,-3.1,-17,83,2,4,5,0,8.5,18,33,2
Bryan Cook,23,KAN,S,16,1,0,20,14,186,3,138.7,11,150,36,7,0,2,0,1,3,33,3
Raekwon Davis,25,MIA,NT,16,15,0,1,1,8,0,100,7,7,1,0,2,1,0,1,4,33,1
Neville Gallimore,25,DAL,DT,16,1,0,0,0,0,0,,,0,0,0,1,0,1,1,2,33,1
George Karlaftis III,21,KAN,LDE,17,17,0,6,4,32,1,119.4,0.3,2,30,9,11,3,6,6,21,33,4
Carl Lawson,27,NYJ,LOLB,17,17,0,4,2,21,0,65.6,1.8,-3,24,13,2,16,0,7,26,33,2
Rakeem Nunez-Roches,29,TAM,RDE,17,10,0,1,1,2,0,79.2,-6,-6,8,2,1,1,0,2,4,33,1
Jeremy Reaves,26,WAS,S,17,3,0,9,5,36,0,65,6.3,22,14,3,0,0,0,0,0,33,1
Nathan Shepherd,29,NYJ,DT,17,3,0,1,1,12,0,116.7,0,0,12,0,1,4,0,1.5,7,33,3
Keion Crossen,26,MIA,DB,16,2,0,34,19,256,2,99.6,13.5,192,64,1,0,0,0,0,0,32,4
Tyrel Dodson,24,BUF,LB,16,3,0,14,12,130,0,105.4,3.6,35,95,8,1,1,0,1,3,32,4
Rashan Gary,25,GNB,ROLB,9,9,0,1,1,4,0,83.3,-2,-2,6,28,5,6,0,6,17,32,1
Trey Hendrickson,28,CIN,RDE,15,15,0,8,5,31,1,109.9,0.1,-2,33,0,10,16,1,8,35,32,3
Jaquan Johnson,27,BUF,S,16,3,1,12,9,112,1,96.5,12.6,81,31,3,0,0,0,0,0,32,2
DeMarcus Walker,28,TEN,DE,17,6,0,1,0,0,0,39.6,10,0,0,1,2,7,0,7,17,32,4
Shaquil Barrett,30,TAM,ROLB,8,8,0,5,5,36,0,96.7,1.4,7,29,14,8,5,0,3,16,31,0
Dane Belton,22,NYG,S,15,5,2,31,20,272,0,65.5,9.7,122,150,16,1,1,0,0,2,31,3
Marquise Copeland,25,LAR,DL,15,9,0,0,0,0,0,,,0,0,1,1,1,0,1,3,31,0
Kingsley Enagbare,22,GNB,ROLB,17,7,0,5,4,25,0,87.5,-0.8,1,24,30,4,5,3,3,12,31,1
Leki Fotu,24,ARI,NT,17,9,0,0,0,0,0,,,0,0,3,1,2,0,0,3,31,3
Dennis Gardeck,28,ARI,LB,14,3,1,10,9,77,0,59.2,1.6,22,55,17,3,3,0,1,7,31,2
Trevis Gipson,25,CHI,LDE,17,10,0,2,1,19,0,83.3,2,10,9,0,8,7,2,3,18,31,1
Malik Harrison,24,BAL,ROLB,17,8,0,11,10,56,0,87.9,1.9,21,35,14,1,0,0,0,1,31,1
Shaq Lawson,28,BUF,LDE,15,6,0,0,0,0,0,,,0,0,0,2,5,1,3.5,11,31,0
Jalen Mills,28,NWE,RCB,10,10,2,46,28,378,2,83.4,11.2,255,123,1,0,1,0,0,1,31,2
Sean Murphy-Bunting,25,TAM,CB,12,5,2,41,21,186,2,59.6,11.9,145,41,4,0,0,0,0,0,31,5
Dayo Odeyingbo,23,IND,DE,17,4,0,1,0,0,0,39.6,-6,0,0,2,7,4,0,5,17,31,0
Duke Shelley,26,MIN,LCB,11,5,1,46,21,266,0,55.2,12.6,209,57,0,0,0,0,0,0,31,1
Tedarrell Slaton,25,GNB,DT,17,2,0,0,0,0,0,,,0,0,1,1,0,2,0,1,31,1
Vita Vea,27,TAM,NT,14,14,0,2,2,23,0,114.6,2.5,5,18,0,3,6,0,6.5,16,31,1
John Cominsky,27,DET,RDE,14,8,0,2,2,28,0,118.7,-1,-2,30,0,5,8,2,4,17,30,0
Arnold Ebiketie,23,ATL,OLB,16,1,0,8,5,46,0,78.1,0.6,-11,57,9,4,8,0,2.5,15,30,0
Jack Jones,25,NWE,S,13,2,2,37,20,357,0,64.8,12.2,190,167,0,0,0,0,0,0,30,3
Dominique Robinson,24,CHI,RDE,17,7,0,1,1,5,0,87.5,-5,-5,10,0,5,2,1,1.5,9,30,4
Tre Avery,25,TEN,CB,14,3,0,44,21,268,3,90,11.5,214,54,0,0,0,0,0,0,29,0
Krys Barnes,24,GNB,LB,6,1,0,9,7,51,1,127.3,3.1,38,13,1,0,0,0,1,1,29,2
Josh Bynes,33,BAL,MLB,7,7,1,14,8,77,1,66.7,2.4,10,67,13,1,0,0,1,2,29,1
Marcus Davenport,26,NOR,RDE,15,9,0,1,1,-3,0,79.2,-8,-8,5,0,6,7,0,0.5,14,29,1
Dee Delaney,27,TAM,DB,17,1,0,15,14,77,1,110.3,1.6,21,56,9,0,0,0,0,0,29,3
Justin Evans,27,NOR,S,15,4,0,30,18,232,1,95.4,6.8,118,114,4,1,0,0,0,1,29,4
Shaquill Griffin,27,JAX,LCB,5,5,0,32,21,252,2,110.4,10.3,180,72,0,0,0,0,0,0,29,2
Chris Harris Jr.,33,NOR,DB,10,4,0,34,26,278,1,109.7,6.5,166,112,14,1,0,0,1,2,29,2
Marquis Haynes,29,CAR,LB,17,1,0,6,6,22,0,81.9,-0.3,-2,24,0,4,7,4,5,16,29,1
